,title,description,link,published
333,В Китае продают видеокарту GeForce RTX 4010  — это доработанная RTX A400,"Хотя Nvidia отрицает существование GeForce RTX 4010, под таким наименованием в Китае продают доработанную версию видеокарты GeForce RTX A400, выяснил автор YouTube-канала Budget-Builds Official. Блогер заказал графический ускоритель на площадке Shenzhen Bitland. Читать далее",https://habr.com/ru/news/866688/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866688,"Sun, 15 Dec 2024 09:22:58 GMT"
334,Регулятор США предупредил о значительном росте «мошенничества с заданиями» в интернете,"Федеральная торговая комиссия США (FTC) предупредила о значительном росте случаев обмана в сети, напоминающих азартные игры и известных как «мошенничество с заданиями». Преступники вовлекают жертв в зарабатывание денег путём выполнения повторяющихся заданий, обещая дополнительный заработок, если пострадавшие будут вносить собственные средства. Читать далее",https://habr.com/ru/news/866680/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866680,"Sun, 15 Dec 2024 08:03:41 GMT"
335,«Беспрецедентный риск» для жизни на Земле: учёные призывают остановить исследования «зеркальных микробов»,"Ведущие учёные мира призвали остановить исследования по созданию «зеркальных» микробов на фоне опасений, что синтетические организмы будут представлять «беспрецедентный риск» для жизни на Земле.Международная группа нобелевских лауреатов и других экспертов предупреждает, что зеркальные бактерии, созданные из зеркальных версий молекул, встречающихся в природе, могут закрепиться в окружающей среде и проскользнуть мимо иммунной защиты естественных организмов, подвергая людей, животных и растения риску смертельных инфекций. Читать далее",https://habr.com/ru/news/866650/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866650,"Sun, 15 Dec 2024 07:51:38 GMT"
336,ChromeOS теперь может сбрасывать настройки без удаления данных с хромбука,"Google объявила о выпуске ChromeOS M131 с функцией Safety Reset, которая позволяет пользователям Chromebook сбрасывать настройки хромбуков без удаления данных.&nbsp; Читать далее",https://habr.com/ru/news/866676/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866676,"Sun, 15 Dec 2024 07:47:34 GMT"
337,Покупатели стали возвращать в магазины Arm-ноутбуки из-за проблем совместимости приложений,"Руководитель продуктового подразделения Intel Мишель Джонстон Холтхаус рассказала, что большой процент ноутбуков на базе Arm возвращают продавцам. На данный момент системы на базе Snapdragon X Elite испытывают проблемы с совместимостью приложений. Читать далее",https://habr.com/ru/news/866672/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866672,"Sun, 15 Dec 2024 07:27:23 GMT"
338,На Kickstarter собирают деньги для выпуска «первого в мире кулера для PS5 с ИИ»,"На краудфандинговой площадке Kickstarter компания SCRY запустила сбор средств на «первый в мире кулер для PlayStation 5 с искусственным интеллектом», который получил название Arctic. Стоимость одного вентилятора будет начинаться с $39, конечная цель кампании — $125 тыс. Сейчас SCRY собрала почти $62 тыс.   Читать далее",https://habr.com/ru/news/866670/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866670,"Sun, 15 Dec 2024 07:09:29 GMT"
339,Cloudflare начала блокировать URL пиратских сайтов «по юридическим причинам»,"Cloudflare активно отключает доступ к некоторым URL-адресам пиратских сайтов в своей сети, информируя посетителей о том, что запрашиваемые страницы недоступны по юридическим причинам. В итоге пользователи видят сообщения об ошибках «HTTP 451». Читать далее",https://habr.com/ru/news/866666/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866666,"Sun, 15 Dec 2024 07:07:13 GMT"
340,YouTube TV позволяет некоторым подписчикам отсрочить повышение цен,"В первой половине декабря YouTube объявил о повышении стоимости подписки потокового сервиса YouTube TV на $10 до $83 в месяц с 13 января. Новая цена будет актуальна для тех, кто зарегистрируется в сервисе до этой даты. Однако при попытке отменить подписку YouTube TV предложил некоторым клиентам платить прежние $73 в течение ещё шести месяцев. Читать далее",https://habr.com/ru/news/866664/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866664,"Sun, 15 Dec 2024 06:26:56 GMT"
341,Исследование: запрет на использование смартфонов в школах приводит к улучшению сна и настроения,"Запрет использования смартфонов в школах положительно влияет на сон и настроение детей и подростков, выяснили психологи Йоркского университета в Англии. В рамках исследования ученикам восьмого класса школы Стэнвэй в Колчестере предложили полностью отказаться от смартфонов на 21 день. Читать далее",https://habr.com/ru/news/866658/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866658,"Sun, 15 Dec 2024 05:59:58 GMT"
342,«Аэрофлот» будет использовать нейросети для прогнозирования спроса на билеты,"«Аэрофлот» сообщил о начале процесса присоединения к Альянсу в сфере искусственного интеллекта. Авиакомпания будет внедрять в свою работу технологии искусственного интеллекта, которые помогут прогнозировать спрос на авиаперелеты, а также анализировать и оптимизировать процессы внутри компании. Читать далее",https://habr.com/ru/news/866656/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866656,"Sun, 15 Dec 2024 05:51:46 GMT"
343,В США птичий грипп перешёл от птиц к человеку; пациент госпитализирован,"Один человек в Луизиане, США госпитализирован с птичьим гриппом H5N1 после контакта с больными и умирающими птицами, подозреваемыми в переносе вируса, сообщили в пятницу представители здравоохранения штата.Это первый случай заболевания человека H5N1, выявленный в Луизиане. Пока что этот случай считается «условно» положительным, до тех пор, пока анализ не будет подтверждён Центрами по контролю и профилактике заболеваний. Представители здравоохранения говорят, что риск для населения невелик, но предупреждают, чтобы люди держались подальше от больных или мёртвых птиц. Представитель департамента здравоохранения Луизианы сообщил, что госпитализированный пациент контактировал как с домашними, так и с дикими птицами. Читать далее",https://habr.com/ru/news/866648/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866648,"Sat, 14 Dec 2024 21:36:34 GMT"
344,"Ушёл из жизни Дональд Битцер — американский инженер и ученый-компьютерщик, соавтор плазменного дисплея и отец PLATO","10 декабря 2024 года ушёл из жизни Дональд Битцер — американский инженер и ученый-компьютерщик, соавтор плоскопанельного плазменного дисплея и отец первой в мире системы электронного обучения PLATO, наработки из которой позволили получить широкое распространение чатам, мессенджерам, форумам, онлайн-играм и соцсетям. Пионер в области компьютерных и телекоммуникационных технологий умер на 90-м году жизни в своём доме в США в окружении семьи и близких. Читать далее",https://habr.com/ru/news/866622/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866622,"Sat, 14 Dec 2024 17:18:06 GMT"
345,"Эксперты пояснили, что приостановка выплат Google Play затронет инди-разработчиков и небольшие студии из РФ","По информации СМИ, приостановка выплат Google Play по большей части затронет инди-разработчиков и небольшие студии из РФ, так как крупные и средние российские разработчики игр успели заранее регистрировать юридические лица в ОАЭ, Великобритании и других странах, чтобы продолжать получать выплаты от пользователей. Читать далее",https://habr.com/ru/news/866610/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866610,"Sat, 14 Dec 2024 15:27:35 GMT"
346,Мошенники начали звонить студентам и требовать зарегистрироваться через «Госуслуги» в СЦОС с показом экрана,"По информации СМИ, мошенники начали массово обманывать студентов, звоня им под видом реальных деканатов и требуя зарегистрироваться с помощью «Госуслуг» в СЦОС (Современная цифровая образовательная среда) перед зимней сессией. Основная цель этого действия — увидеть личные данные жертвы через демонстрацию экрана во время звонка на WhatsApp. Если мошенник не получает желаемого, то он начинает звонить родителям с требованием повлиять на учащихся. Читать далее",https://habr.com/ru/news/866608/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866608,"Sat, 14 Dec 2024 14:39:14 GMT"
347,Квантовый чип Willow оказался не способен взломать современную криптографию,"Эксперты полагают, что однажды квантовые компьютеры могут сделать современные системы шифрования совершенно устаревшими. Между тем Google заявила The Verge, что её новый «прорывной» чип Willow пока не способен к этой работе. Читать далее",https://habr.com/ru/news/866554/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866554,"Sat, 14 Dec 2024 07:47:43 GMT"
348,Соцсеть X получала более быструю модель и новую «кнопку Grok»,"Стартап xAI Илона Маска объявил, что начал развёртывать обновлённую версию флагманской модели чат-бота Grok 2 для всех пользователей соцсети X. Она работает «в три раза быстрее» и предлагает «повышенную точность, следование инструкциям и многоязычные возможности». Читать далее",https://habr.com/ru/news/866550/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866550,"Sat, 14 Dec 2024 07:27:34 GMT"
349,Илья Суцкевер заявил об изменениях в обучении ИИ,"Соучредитель OpenAI и бывший главный научный сотрудник Илья Суцкевер, который теперь возглавляет собственную компанию Safe Superintelligence Inc., заявил на конференции по нейронным системам обработки информации (NeurIPS) в Ванкувере, что существующие методы обучения искусственного интеллекта останутся в прошлом. Читать далее",https://habr.com/ru/news/866548/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866548,"Sat, 14 Dec 2024 07:07:20 GMT"
350,"Нейросеть YandexGPT в три раза ускорила проверку работ на олимпиаде «Турнир Ломоносова» по физике, химии и астрономии","Нейросеть YandexGPT в три раза ускорила проверку работ на олимпиаде для школьников «Турнир Ломоносова» по физике, химии и астрономии. Система отсеяла работы без правильных ответов и помогла экспертам МФТИ справиться с выставлением оценок всего за месяц, а не за три, как это было раньше в ручном режиме. Читать далее",https://habr.com/ru/news/866540/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866540,"Sat, 14 Dec 2024 05:41:07 GMT"
351,Frontend Адвент-Календарь 2024,"Не успеваете следить за последними новинками и трендами веб технологий? Этот адвент-календарь идеально подойдет для того, чтобы изучить и попробовать новые возможности CSS и JavaScript, появившиеся за последние годы. Читать далее",https://habr.com/ru/news/866532/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866532,"Sat, 14 Dec 2024 00:11:37 GMT"
352,"Мы должны действовать сейчас, чтобы предотвратить кризис, связанный с орбитальным мусором, говорят учёные","Земная орбита становится всё более и более переполненной как действующими спутниками, так и обломками. Там так много всего, что уже реально стоит опасаться синдрома Кесслера — кошмарного сценария, при котором одно или два столкновения приводят к цепной реакции, что значительно увеличит количество мусора, кружащего над нашей планетой.«Мы должны серьёзно подойти к этому вопросу и признать, что, если мы ничего не предпримем, нам грозит неминуемая опасность сделать непригодной для использования значительную часть земного окружения», — заявил Дэн Бейкер, директор Лаборатории атмосферной и космической физики в Университете Колорадо в Боулдере (UC-Boulder), выступая на заседании Американского геофизического союза (AGU). Читать далее",https://habr.com/ru/news/866528/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866528,"Fri, 13 Dec 2024 22:57:25 GMT"
353,"Роскомнадзор ограничил доступ к Viber, как это отразилось на работе мессенджера в РФ",13 декабря 2024 года Роскомнадзор официально ограничил доступ к мессенджеру Viber. Авторизоваться в сервисе и отправить сообщения больше не получится. Читать далее,https://habr.com/ru/news/866522/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866522,"Fri, 13 Dec 2024 21:42:32 GMT"
354,"Base Virtualization — запустили бесплатный курс для тех, кто хочет погрузиться в облачные технологии","Уже используете облака, только планируете переезд или просто хотите разобраться в терминологии? Что такое IaaS, SaaS, PaaS? В чем разница между частным, публичным и гибридным облаками? Что такое миграция и как организовать бесшовный переезд в облако? Об этом и о многом другом рассказываем в нашем новом бесплатном курсе — Base Virtualization. Уровень Elementary. Регистрация по ссылке. Посмотреть программу",https://habr.com/ru/companies/beeline_cloud/news/866506/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866506,"Fri, 13 Dec 2024 17:52:37 GMT"
355,Viber заблокирован в России — РКН,"«Доступ к Viber ограничен в связи с нарушением требований российского законодательства», говорится в сообщении РКН. Выполнение таковых требований, как уточняется, «необходимо для предотвращения угроз использования мессенджера в террористических целях, вербовки граждан для их совершения и продажи наркотиков».Еще одним поводом для «ограничения доступа» стало размещение противоправной информации.Бот в блокноте Читать далее",https://habr.com/ru/news/866502/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866502,"Fri, 13 Dec 2024 17:21:44 GMT"
356,R-Style Softlab представила коробочную версию АБС RS-Bank V.6,"&nbsp;R-Style Softlab, компания-разработчик ПО для финансовой сферы и системный интегратор, входящая в группу Россельхозбанка, представила рынку коробочную версию своего флагманского продукта — автоматизированной банковской системы (АБС) RS-Bank V.6. &nbsp;Мультиплатформенная АБС RS-Bank V.6 позволяет автоматизировать основные направления банковского бизнеса: кредитование, расчетно-кассовое обслуживание, формирование отчетности и другие сервисы. &nbsp;С коробочной версией АБС клиенты смогут получить максимально преднастроенную систему с низкими затратами на внедрение типовой конфигурации. «Коробка» включает в себя предварительные настройки имеющейся в дистрибутиве функциональностиДиректор Департамента банковского ПО R-Style Softlab Анна Панкратьева: «R-Style Softlab хорошо понимает специфику работы банков сегмента СМБ и ориентируется при модификации текущих решений и разработке новых ИТ-продуктов как раз на потребности таких банков. Коробочный продукт призван снизить стоимость и уменьшить сроки внедрения системы для небольших банков, которые готовы изменить свои бизнес-процессы в сторону типовых, а также подойдет для клиентов, стартующих банковский бизнес «с нуля». Читать далее",https://habr.com/ru/companies/rshb/news/866286/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866286,"Fri, 13 Dec 2024 14:49:56 GMT"
357,Meta* разрабатывает маркировку водяными знаками для AI видео,"Стремительное развитие искусственного интеллекта обостряет проблему фейкового контента. Согласно Sumsub, количество дипфейков в 2024 году выросло в четыре раза по сравнению с предыдущим годом, составив 7% от всех случаев мошенничества, включая кражи аккаунтов и схемы социальной инженерии.В ответ на эту угрозу компания Meta представила свою разработку Meta Video Seal - инструмент с открытым исходным кодом для нанесения невидимых водяных знаков на видео, созданные с помощью AI. Это решение дополняет уже существующие инструменты компании, такие как Watermark Anything и Audio Seal. Читать далее",https://habr.com/ru/companies/bothub/news/866444/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866444,"Fri, 13 Dec 2024 14:23:49 GMT"
358,"Digital Tour-2024: как екатеринбургские компании Контур, Жизньмарт и Галамарт стали гигантами бизнеса","В Екатеринбурге 25 октября прошло редкое мероприятие для агентского комьюнити — представители IT-сообщества попали в гости к крупнейшим екатеринбургским корпорациям, известным на всю страну. Фаундеры и руководители агентств отправились в Digital Tour, организованный Doubletapp, Alto и Tagline, заглянули в офисы Контура, Галамарта и Жизньмарта и напрямую пообщались&nbsp; с их первыми лицами.&nbsp; Читать далее",https://habr.com/ru/companies/doubletapp/news/865678/?utm_source=habrahabr&utm_medium=rss&utm_campaign=865678,"Fri, 13 Dec 2024 13:29:38 GMT"
359,Новые возможности GigaChat — функция генерации музыки и песен по текстовому запросу,"Представляем громкое обновление GigaChat, которое позволяет создавать уникальную музыкальную композицию всего лишь по текстовому описанию желаемого результата.Пользователь может указать настроение, эмоции, ситуацию, а также описать музыкальный стиль будущей песни. В результате система сгенерирует текст, аудиотрек с инструментальной музыкой или песней с вокалом, а также создаст обложку для него. Созданные треки можно прослушать, сохранить на своё устройство и делиться ими в социальных сетях. Play▶️",https://habr.com/ru/companies/sberdevices/news/866118/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866118,"Fri, 13 Dec 2024 13:23:15 GMT"
360,VK выделила «VK Видео» в отдельный проект своей программы по поиску уязвимостей,"VK выделяет «VK Видео» в&nbsp;отдельный проект своей программы по&nbsp;поиску уязвимостей Bug Bounty. Максимальное вознаграждение для&nbsp;исследователей безопасности составит 2,4&nbsp;млн рублей за&nbsp;критичную уязвимость. Читать далее",https://habr.com/ru/news/866408/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866408,"Fri, 13 Dec 2024 12:21:16 GMT"
361,Итоги анонсов The Game Awards 2024,"На&nbsp;The Game Awards 2024&nbsp;представили множество анонсов, охватывающих широкий спектр жанров и студий, активно развивающих игровую индустрию. Среди ключевых проектов&nbsp;был кинематографический трейлер новой части The Witcher, в&nbsp;которой главной героиней станет Цири. Студия Naughty Dog анонсировала футуристический экшен Intergalactic: The Heretic Prophet, а&nbsp;FromSoftware представила кооперативный спин‑офф Elden Ring: Nightreign. Хидэки Камия, японский геймдизайнер, известный по&nbsp;Bayonetta и Okami, подтвердил работу над продолжением Okami. Фумито Уэда, создатель Shadow of the Colossus, работает над новым неназванным проектом. Читать далее",https://habr.com/ru/news/866404/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866404,"Fri, 13 Dec 2024 12:12:42 GMT"
362,РЖД сообщила о переходе на отечественную IT-систему продажи билетов,"«Российские&nbsp;железные дороги» (РЖД) начали продавать билеты с&nbsp;помощью АСУ «Экспресс» НП&nbsp;— это отечественная система бронирования нового поколения, над запуском которой компания работала почти пять лет, рассказал начальник департамента пассажирских перевозок РЖД Николай Костенко. Читать далее",https://habr.com/ru/news/866366/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866366,"Fri, 13 Dec 2024 11:01:40 GMT"
363,"В Бауманке создали ИИ-модель, которая умеет вычислять мошенников","Учёные МГТУ им. Н.Э. Баумана совместно со специалистами Научно-образовательного центра ФНС разработали ИИ-модель, способную вычислять мошенников. Модель специализируется на поиске «аномалий» в финансовых данных, таких как недостоверные сведения в данных о юрлице. Читать далее",https://habr.com/ru/news/866340/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866340,"Fri, 13 Dec 2024 10:12:24 GMT"
364,"Скуф, пикми, нормис — поиск «Яндекса» назвал новые слова 2024 года","Аналитики «Яндекса» выяснили, какие слова вызвали наибольший интерес россиян в 2024 году. Чаще всего пользователи поисковой системы искали значения слов «докс», «скуф», «пикми», «нормис» и «вонёнизм», следует из исследования компании.&nbsp; Читать далее",https://habr.com/ru/news/866328/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866328,"Fri, 13 Dec 2024 09:10:47 GMT"
365,Mozilla объявила об удалении опции Do Not Track в браузере Firefox с версии 135,"Компания Mozilla объявила, что удалит опцию Do Not Track в браузере Firefox, начиная с версии 135. Она позволяла пользователям отправлять запрос сайтам с просьбой не отслеживать их действия. Функцию решили исключить из-за низкой эффективности, так как многие ресурсы не соблюдали эту настройку. Читать далее",https://habr.com/ru/news/866302/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866302,"Fri, 13 Dec 2024 08:47:53 GMT"
366,Microsoft и OpenAI объявили о поддержке Инициативы по институциональным данным,"Microsoft и OpenAI объявили о поддержке Инициативы по институциональным данным (Institutional Data Initiative, IDI), запущенной Библиотекой Гарвардского университета. В рамках исследовательской инициативы американский университет будет работать с библиотеками и музеями, правительственными учреждениями и другими организациями для публикации их коллекций в виде данных. Читать далее",https://habr.com/ru/news/866310/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866310,"Fri, 13 Dec 2024 08:46:26 GMT"
367,Итоги CTF 2024 от «Доктор Веб»,"С 3 по 16 ноября компания «Доктор Веб» провела CTF-марафон для студентов и молодых IT-специалистов. Участников ждали 16 заданий, связанных с реверс-инжинирингом и анализом файлов. Всего в CTF-марафоне приняло участие около 1000 человек! Мы подвели итоги, наградили победителей и пообщались с некоторыми из них, чтобы узнать о впечатлениях, которые оставил у них марафон. Читать далее",https://habr.com/ru/companies/drweb/news/866308/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866308,"Fri, 13 Dec 2024 08:44:27 GMT"
368,Japannext выпустила игровой монитор в ретро-стиле,"Japannext представила новый игровой монитор JN-V236G180F-RETRO — 23,6-дюймовый монитор HDMI/DP с разрешением 1080p VA и частотой обновления до 180 Гц, а также совместимостью с FreeSync и PlayStation 5 120 Гц. Однако эти современные характеристики заключены в корпус в стиле телевизора для гостиной 1960-х или 70-х годов, дополненный парой циферблатов на большой правой панели панели. Читать далее",https://habr.com/ru/news/866290/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866290,"Fri, 13 Dec 2024 08:27:50 GMT"
369,«Сбер» будет искать новые лекарства с помощью ИИ,"В&nbsp;I квартале 2025&nbsp;года «Сбер» совместно с&nbsp;Институтом искусственного интеллекта AIRI создадут центр, который займётся разработкой лекарственных препаратов с&nbsp;помощью искусственного интеллекта. Об&nbsp;этом на&nbsp;конференции AI Journey рассказал старший вице‑президент, руководитель блока «Технологическое развитие» Сбербанка Андрей Белевцев. В&nbsp;частности, центр сфокусируется на&nbsp;поиске лекарственных молекул, уточнил он. Читать далее",https://habr.com/ru/news/866284/?utm_source=habrahabr&utm_medium=rss&utm_campaign=866284,"Fri, 13 Dec 2024 08:12:21 GMT"
370,"В Афганистане начали собирать КамАЗы, но у них другое «лицо»","Мавлави Забихулла Муджахид, официальный представитель Исламского Эмирата Афганистан, сообщил о том, что Национальная компания развития Афганистана (NDC) начала выпускать самосвалы местного производства. По опубликованному фото понятно, что речь идет о КамАЗе. Ресурс Motor конкретизирует: афганский самосвал очень похож на КамАЗ-45141 образца 2009 года.  Bakhtar Это машина с колесной формулой 6 х 6, длинной базой и кабиной старого поколения К3. Но есть и отличия от российского грузовика: в области фар новая &laquo;маска&raquo;, над кабиной &mdash; настройка, под задним бампером дополнительный обвес. Кузов не такой, как у КамАЗа-45141 &mdash; очевидно, кузов собирают где-то в Афганистане. О моторе ничего не говорится, но это может быть старый V8 КамАЗ-740.",https://www.ixbt.com/news/2024/12/15/v-afganistane-nachali-sobirat-kamazy-no-u-nih-drugoe-lico.html,"Sun, 15 Dec 2024 23:53:00 +0300"
371,"Новые Kia Seltos продают в России всего лишь за 2,19 млн рублей, а версия со 140-сильным мотором подешевела на 1 млн рублей","В России по-прежнему доступны новые кроссоверы Kia Seltos, и цены заметно отличаются от того, что было еще месяц назад. Например, если в середине ноября машину с 1,4-литровым турбированным 140-сильным мотором предлагали за 3,301 млн рублей, то сейчас машина с тем же мотором, &laquo;роботом&raquo; и передним приводом продается в Казани за 2,25 млн рублей.  Фото: Kia Но в продаже гораздо больше машины с простым 1,5-литровым 115-сильным мотором, вариатором и передним приводом. Минимальная цена на такой автомобиль установлена компанией из Казани: машину привезут под заказ за 2,19 млн рублей. И это будет кроссовер&nbsp;в комплектации Luxe с климат-контролем, цифровой приборной панелью, медиасистемой с большим экраном, панорамной крышей с люком.  Фото: Kia У других продавцов такие машины дороже &mdash; от 2,4 млн рублей. Наконец, продают в России и Kia Seltos с 2,0-литровым 150-сильным мотором, но такие авто и вовсе стоят под 4 млн рублей.",https://www.ixbt.com/news/2024/12/15/kia-seltos-2-19-140-1.html,"Sun, 15 Dec 2024 23:43:00 +0300"
372,«Спортивный» Subaru Forester STI Sport 2024 подешевел в России на 650 тыс. рублей,"В России изменились цены на некогда популярный внедорожник Subaru Forester, и особенно показательна динамика цены версии STI Sport с 1,8-литровым турбомотором: если в конце сентября такая машина продавалась за минимум 4,17 млн рублей, то сейчас внедорожник можно приобрести за 3,52 млн рублей.  Фото: Subaru В эту сумму праворульный STI Sport 2024 оценила компания из Владивостока. У машины вариатор и полный привод, а также многофункциональное рулевое колесо, климат-контроль, фирменный комплекс систем безопасности EyeSight. Аналогичная машина продается другой компанией из Владивостока за 3,55 млн рублей.  Фото: Subaru Есть в продаже и другие Forester. Например, машины с 2,0-литровым бензиновым мотором мощностью 154 л.с. (от 4,33 млн рублей в Приморье), а также машины с 2,5-литровым мотором мощностью 185 л.с. (от 5,76 млн рублей в Иркутске).",https://www.ixbt.com/news/2024/12/15/subaru-forester-sti-sport-2024-650.html,"Sun, 15 Dec 2024 23:29:00 +0300"
373,Премиум-эксклюзив из Германии прямиком в Россию: у российского дилера появился Mercedes-AMG E 53 2024 с силовой установкой мощностью 585 л.с.,"До России добрался Mercedes-AMG E 53 самого последнего поколения &mdash; в кузове W214.  Фото: Avito Это одна из самых мощных моделей в линейке: гибридная силовая установка выдает 585 л.с. А еще тут максимальное оснащение и немалая цена: в Mercedes-AMG E 53 2024 продается в Европе с конца лета за 109 тыс. евро, но в России за машину просят 23,7 млн рублей.  Фото: Avito  Фото: Avito Mercedes-AMG E 53 2024 располагает 3,0-литровым турбированным шестицилиндровым мотором, 9-ступенчатой автоматической коробкой передач с интегрированным электромотором, а также тяговой аккумуляторной батареей емкостью 28,6 кВтч.  Скриншот сайта Avito Уже в базе тут и полноуправляемое шасси, и адаптивная подвеска. Салон версии, выставленной на продажу в России, &mdash; двухцветный черно-коричневый. Естественно, кожаный. Также в наличии 21-дюймовые колесные диски.",https://www.ixbt.com/news/2024/12/15/mercedes-amg-e-53-2024-585.html,"Sun, 15 Dec 2024 23:10:00 +0300"
374,"Самый доступный гибрид в России стал еще доступнее: 7-местный кроссовер Evolute i-Space с запасом хода 1150 км на баке бензина, подешевел до 2,79 млн рублей","Компания &laquo;Моторинвест&raquo; снизила стоимость семейного 7-местного кроссовера Evolute i-Space: машина в топовой комплектации &laquo;Премиум&raquo; подешевела на 200 тыс. рублей &mdash; до 2,79 млн рублей. Стоимость базовой версии &laquo;Стандарт&raquo; не изменилась и по-прежнему составляет 2,5 млн рублей. Производитель называет Evolute i-Space самым доступным гибридом в России.  Фото: Evolute Кроссовер оснащается силовой установкой с 1,5-литровым 110-сильным бензиновым атмосферным мотором и одним электромотором мощностью 178 л.с. Общая&nbsp;мощность системы &mdash; 287 л.с., а привод &mdash; исключительно передний. До 100 км/ч автомобиль разгоняется за 7,4 секунды. Максимальный запас хода &mdash; 1150 км, запас хода на чистом электричестве (емкость тяговой аккумуляторной батареи &mdash; 17,52 кВтч) &mdash; 87 км. Габариты машины &mdash; 4760 х 1865 х 1710 мм, колесная база &mdash; 2785 мм.  Фото: Evolute  Фото: Evolute В комплектации &laquo;Премиум&raquo; есть абсолютно все опции, доступные для этой машины: акустическая система с 12 динамиками, панорамная крыша со сдвижным люком, система кругового обзора и парковочные датчики как спереди, так и сзади, климат-контроль, электропривод двери багажника и передних кресел, обогрев и вентиляция&nbsp;передних кресел, беспроводная зарядка для смартфона и различные системы помощи водителю.",https://www.ixbt.com/news/2024/12/15/7-evolute-i-space-1150-2-79.html,"Sun, 15 Dec 2024 22:55:00 +0300"
